股票代號,股票名稱,成交金額(元),成交金額_分類
3596,智易,281388.0,熱門
3576,聯合再生,282036.7,熱門
5434,崇越,282316.0,熱門
6147,頎邦,282444.60000000003,熱門
5243,乙盛-KY,283390.0,熱門
2464,盟立,284141.19999999995,熱門
1590,亞德客-KY,287245.0,熱門
8464,億豐,287434.0,熱門
6209,今國光,290103.3,熱門
8111,立碁,296395.0,熱門
5309,系統電,296893.5,熱門
4939,亞電,297894.0,熱門
2342,茂矽,298604.39999999997,熱門
3162,精確,299364.0,熱門
4540,全球傳動,300543.0,熱門
1727,中華化,300880.8,熱門
7751,竑騰,301760.0,熱門
4931,新盛力,306832.0,熱門
8033,雷虎,307835.0,熱門
3013,晟銘電,308308.0,熱門
5880,合庫金,309216.0,熱門
2489,瑞軒,309618.0,熱門
1608,華榮,309749.25,熱門
8476,台境*,310116.60000000003,熱門
3005,神基,310356.0,熱門
1711,永光,312201.0,熱門
4916,事欣科,313631.2,熱門
5876,上海商銀,315205.5,熱門
2605,新興,321997.35,熱門
2347,聯強,323351.69999999995,熱門
2801,彰銀,330010.8,熱門
2349,錸德,331280.0,熱門
2498,宏達電,332334.6,熱門
1609,大亞,334519.0,熱門
3551,世禾,336342.5,熱門
1402,遠東新,336436.95,熱門
2606,裕民,336970.0,熱門
2354,鴻準,337986.0,熱門
6409,旭隼,341700.0,熱門
9921,巨大,345112.0,熱門
3138,耀登,345233.0,熱門
2105,正新,345888.60000000003,熱門
3455,由田,346518.0,熱門
5314,世紀*,346626.0,熱門
1522,堤維西,347828.0,熱門
2834,臺企銀,348448.5,熱門
4576,大銀微系統,352708.5,熱門
3563,牧德,353720.0,熱門
3030,德律,355520.0,熱門
9958,世紀鋼,357348.0,熱門
3028,增你強,357407.0,熱門
5381,合正,358061.55,熱門
2402,毅嘉,361651.2,熱門
6271,同欣電,364442.0,熱門
8261,富鼎,365928.0,熱門
2316,楠梓電,366350.39999999997,熱門
2421,建準,369300.0,熱門
4743,合一,371685.0,熱門
1102,亞泥,371827.19999999995,熱門
3048,益登,372580.75,熱門
2009,第一銅,374270.39999999997,熱門
1721,三晃,375709.95,熱門
5388,中磊,377449.8,熱門
6873,泓德能源,378200.0,熱門
6005,群益證,380433.39999999997,熱門
6188,廣明,387931.0,熱門
6187,萬潤,390507.0,熱門
3026,禾伸堂,391637.0,熱門
4764,雙鍵,395460.0,熱門
4583,台灣精銳,396019.0,熱門
3413,京鼎,399504.0,熱門
4577,達航科技,406796.4,熱門
8064,東捷,408063.0,熱門
6275,元山,408454.39999999997,熱門
1476,儒鴻,410271.0,熱門
6190,萬泰科,413422.0,熱門
9105,泰金寶-DR,413705.37,熱門
6116,彩晶,414784.80000000005,熱門
2388,威盛,416712.0,熱門
7799,禾榮科,417830.0,熱門
6215,和椿,418509.0,熱門
5386,青雲,418514.5,熱門
6414,樺漢,421759.5,熱門
3689,湧德,425901.0,熱門
6643,M31,426426.0,熱門
5234,達興材料,431115.0,熱門
3583,辛耘,433350.0,熱門
